"site","ID","site_ID","quad","x","y","mark","Alive15","Alive16","Alive17","Alive18","Alive19","Alive20","Alive21","Alive22","Alive23","Alive24","Alive25","sur_15_16","sur_16_17","sur_17_18","sur_18_19","sur_19_20","sur_20_21","sur_21_22","sur_22_23","sur_23_24","sur_24_25","Alive15_tpry","Alive16_tpry","Alive17_tpry","Alive18_tpry","Alive19_tpry","Alive20_tpry","Alive21_tpry","Alive22_tpry","Alive23_tpry","Alive24_tpry","Alive25_tpry","sur_15_16_tpry","sur_16_17_tpry","sur_17_18_tpry","sur_18_19_tpry","sur_19_20_tpry","sur_20_21_tpry","sur_21_22_tpry","sur_22_23_tpry","sur_23_24_tpry","sur_24_25_tpry","X","Date_Marked2015","N15","L15","size15","CT15","FR15","DT15","Notes15","Comm15","libsur15_16","consur15_16","Total.leaves.including.brown.ones2015","N.DEAD15","date16","N16","L16","size16","CT16","FR16","DT16","Notes16","Comm16","libsur16_17","consur16_17","date17","N17","L17","size17","CT17","FR17","DT17","Notes17","Comm17","libsur17_18","consur17_18","N18","L18","size18","FR18","Notes18","Comm18","include.in.19.census","N19","L19","FR19","Notes19","Comm19","size19","N20","L20","FR20","FLW20","Notes20","Comm20","size20","N21","L21","FR21","FLW21","Notes21","Comm21","size21","N22","L22","FR22","FLW22","Notes22","Comm22","Measurer22","size22","N23","L23","FR23","FLW23","Notes23","Comm23","Measurer23","size23","N24","L24","FR24","FLW24","Note24","Comm24","size24","N25","L25","FR25","FLW25","Note25","Comm25","size25"
"ME","298","ME_298","10","32","23","gh",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"3004","28-May","5","3","15","5","0","0",NA,NA,"1","1",NA,NA,"28-May","4","7","28","1","0","0",NA,NA,"1","1","28-May","5","6","30","1","0","0",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","338","ME_338","10","32","38","wh",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28-May","5","3","15","1","0","0",NA,"new17","1","1",NA,NA,NA,NA,NA,"cluster of unmarked plants, unsure which one","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","259","ME_259","10","37","34","yp",NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,"3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","40","360","5","0","3",NA,"new16","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"no plant","1","1","6","56","336","0",NA,"same pl?","Y","2","53",NA,NA,NA,"106","5","23",NA,NA,NA,NA,"115","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","5","11",NA,NA,NA,NA,"aml","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","288","ME_288","10","33","37","rs",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"3007","28-May","6","4","24","2","0","0",NA,NA,"1","1",NA,NA,"28-May","4","18","72","1","0","2",NA,"1 herb.","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"no plant",NA,NA,NA,NA,NA,NA,"mpd17",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","310","ME_310","10","33","50","yh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3008","28-May","6","6","36","1","0","0",NA,NA,"1","1",NA,NA,"28-May","9","9","81","2","0","2",NA,NA,"1","1","28-May","7","12","84","2","0","0",NA,NA,"1","1","6","33","198","0",NA,NA,"Y","5","52",NA,NA,NA,"260","7","73",NA,NA,NA,NA,"511",NA,NA,NA,NA,"dead21?","PresAlive21","0","0",NA,NA,NA,NA,"sen","nzk","0","8","66",NA,NA,NA,NA,"aml","528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","303","ME_303","10","34","37","rd",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3009","28-May","1","3","3","1","0","0",NA,NA,"1","1",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","28-May","6","6","36","2","0","1",NA,NA,"1","1","7","15","105","0",NA,"same pl?","Y","4","28",NA,NA,NA,"112","6","30",NA,NA,NA,NA,"180","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","5","41",NA,NA,NA,NA,"aml","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","306","ME_306","10","34","46","ys",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"3010","28-May","4","4","16","2","0","0",NA,NA,"1","1",NA,NA,"28-May","8","4","32","4","0","2",NA,NA,"1","1","28-May","10","3","30","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"mpd17",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","300","ME_300","10","35","23","rp",1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,"3011","28-May","6","3","18","6","0","0",NA,NA,"1","1",NA,NA,"28-May","4","15","60","0","0","2",NA,"1 missing trap","1","1","28-May","5","17","85","1","0","0",NA,NA,"1","1","7","15","105","0",NA,NA,"Y","4","16",NA,NA,NA,"64","5","22",NA,NA,NA,NA,"110","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0",NA,NA,NA,NA,"dead23",NA,"aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","301","ME_301","10","35","22","bh",NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,"3012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","15","90","3","0","1",NA,"new16","1","1","28-May","6","15","90","2","0","0",NA,NA,"1","1","4","51","204","0",NA,NA,"Y","3","55",NA,NA,NA,"165","5","42",NA,NA,NA,NA,"210","1","41",NA,NA,NA,"other lvs sen","41","3","5",NA,NA,NA,"oldy=24","nzk","15","7","53",NA,NA,NA,NA,"aml","371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","305","ME_305","10","35","45","gh",1,1,1,1,"1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,"1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"3013","28-May","2","3","6","0","0","0",NA,NA,"1","1",NA,NA,"28-May","3","4","12","2","0","0",NA,NA,"1","1","28-May","5","3","15","2","0","0",NA,NA,"1","1","5","4","20","0",NA,NA,"Y","2","11",NA,NA,NA,"22",NA,NA,NA,NA,"dead20?","PresAlive20","0","0",NA,NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead20",NA,"nzk","0",NA,NA,NA,NA,"dead20",NA,"aml","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","308","ME_308","10","36","46","oh",NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,"1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,"3014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16","new16","1","1","28-May","8","12","96","2","0","0",NA,NA,"1","1","5","72","360","0",NA,NA,"Y","4","53",NA,NA,NA,"212","6","7",NA,NA,NA,NA,"42","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","6","79",NA,NA,NA,NA,"aml","474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","260","ME_260","10","37","22","gh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3015","28-May","8","40","320","3","0","0",NA,"2 plants","1","1",NA,NA,"28-May","7","71","497","3","0","1",NA,NA,"1","1","28-May","6","42","252","2","0","0",NA,NA,"1","1","3","55","165","0",NA,NA,"Y","4","48",NA,NA,NA,"192","4","72","6","6",NA,NA,"288","0",NA,NA,NA,NA,"sen, old y = 18","0","2","6",NA,NA,NA,NA,"nzk","12","5","47",NA,NA,NA,NA,"aml","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","284","ME_284","10","37","28","bp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3016","28-May","4","5","20","1","0","0",NA,NA,"1","1",NA,NA,"28-May","6","16","96","4","0","1",NA,NA,"1","1","28-May","8","48","384","3","0","1",NA,NA,"1","1","4","53","212","0",NA,NA,"Y","5","28",NA,NA,NA,"140","5","52",NA,NA,NA,NA,"260","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","6","54",NA,NA,NA,NA,"aml","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","285","ME_285","10","38","30","oh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3017","28-May","3","4","12","1","0","0",NA,NA,"1","1",NA,NA,"28-May","6","30","180","4","0","1",NA,NA,"1","1","28-May","4","46","184","1","0","0",NA,NA,"1","1","4","27","108","5",NA,NA,"Y","3","25",NA,NA,NA,"75","4","57",NA,NA,NA,NA,"228","1","32",NA,NA,NA,"other lvs sen","32","2","15",NA,NA,NA,"oldx=38","nzk","30","6","22",NA,NA,NA,NA,"aml","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","287","ME_287","10","38","29","yp",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3018","28-May","5","9","45","2","0","2",NA,NA,"1","1",NA,NA,"28-May","8","15","120","3","0","2",NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,"no plant ; PresAlive17","1",NA,NA,NA,NA,NA,"mpd17","PresAlive18","N","5","27",NA,NA,"old tp (y) but missed; labeled as 287 (previously x38, y35). Check coords in 2020","135","4","22",NA,NA,NA,NA,"88","0",NA,NA,NA,NA,"sen","0","1","15",NA,NA,NA,NA,"nzk","15","9","37",NA,NA,NA,NA,"aml","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","307","ME_307","10","38","48","gs",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"3019","28-May","5","3","15","3","0","0",NA,NA,"1","1",NA,NA,"28-May",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","28-May","7","12","84","2","0","1",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","256","ME_256","10","39","9","bh",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3020","28-May","8, 6","26, 36",NA,NA,NA,"0",NA,NA,"1","1",NA,NA,"28-May","8, 7","16, 30",NA,"4, 3","7","2, 1",NA,NA,"1","1","28-May","6, 6","21, 21",NA,"2, 3",NA,"2, 1",NA,NA,"1","1","7, 7","32, 43",NA,"0",NA,NA,"Y","4, 3","28, 23",NA,"2ros",NA,"357","4, 7","25, 40",NA,NA,"2ros",NA,"715","0",NA,NA,NA,NA,"sen, regrowing","0","2","15",NA,NA,NA,NA,"nzk","30","12","28",NA,NA,NA,NA,"aml","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","302","ME_302","10","41","29","ws",NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"3021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16","new16","1","1","28-May","5","7","35","2","0","0",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","286","ME_286","10","41","32","oh",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"3022","28-May","8","29","232","2","0","1",NA,NA,"1","1",NA,NA,"28-May","9","14","126","3","0","0",NA,NA,"1","1","28-May","6","52","312","3","0","1",NA,NA,"0","0",NA,NA,NA,NA,"mpd18",NA,"Y",NA,NA,NA,"mpd18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","273","ME_273","10","44","42","gd",1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,"1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"3023","28-May","7","66","462","2","12","0",NA,"trap herb","1","1",NA,NA,"28-May","7","45","315","5","0","1",NA,NA,"1","1","28-May","6","82","492","1","0","1",NA,NA,"1","1","7","66","462","0",NA,"stalk broken off","Y","3","69",NA,NA,NA,"207","7","51",NA,NA,NA,NA,"357","0",NA,NA,NA,NA,"sen","0","0",NA,NA,NA,NA,"sen","nzk","0","5","48",NA,NA,NA,NA,"aml","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME","292","ME_292","10","47","14","rh",1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"3024","28-May","4","3","12","3","0","0",NA,NA,"1","1",NA,NA,"28-May","11","35","385","3","0","1",NA,NA,"1","1","28-May","5","6","30","1","0","1",NA,NA,"1","1","4","8","32","0",NA,"qns25-50, lower right quad under water, not possible to see new plants","Y",NA,NA,NA,"dead19","qs25-50","0",NA,NA,NA,NA,"dead19","qns25-50; too much water","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","19.1.","B1_19.1.","3","26","20","wp",NA,NA,NA,NA,"1","1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"1","1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,"3025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","26",NA,NA,NA,"156","1","20","0","0",NA,NA,"20","5","36",NA,NA,NA,NA,"180","0",NA,NA,NA,NA,"oldx=23, sen burn","as","0",NA,NA,NA,NA,"dead23",NA,"gage","0",NA,NA,NA,NA,"dead23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","19.1.","B2_19.1.","1","20","15","od",NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,"3026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","40",NA,NA,NA,"120","8","25","0","0",NA,NA,"200","5","25",NA,NA,NA,NA,"125","3","17",NA,NA,NA,NA,"as","51","0",NA,NA,NA,NA,"sen","gage","0","5","24",NA,NA,NA,NA,"120","2","8","","","","","16"
"B2","19.2.","B2_19.2.","1","43","18","wd",NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,"3027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","20",NA,NA,"missed","80","6, 7","24, 18","0","0","2ros","same plt?; old y=15","546","9","36",NA,NA,NA,"inf aborted","324","0",NA,NA,NA,NA,"sen burn","as","0","5","13",NA,NA,NA,NA,"gage","65","3","22",NA,NA,NA,NA,"66","3","30","","","","","90"
"B2","19.3.","B2_19.3.","1","41","18","bh",NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,"3028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","46",NA,NA,"missed; inf herb","276","5, 8","12, 14","0","0","2ros","same plt?; old x=42, old y=14","338","6,4","31,21","0","0","2ros","inf herb","520","1","13",NA,NA,NA,NA,"as","13","8","27",NA,NA,NA,NA,"gage","216","3","11",NA,NA,NA,NA,"33","3","21","","","","","63"
"B2","19.4.","B2_19.4.","5","32","11","wp",NA,NA,NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,"3029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","38",NA,NA,"missed","190","4","46","0","0",NA,NA,"184","2","80",NA,NA,NA,NA,"160",NA,NA,NA,NA,"mpd22",NA,"as","0",NA,NA,NA,NA,"mpd22",NA,"aml","0",NA,NA,NA,NA,"mpd22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","19.5.","B2_19.5.","5","32","9","rd",NA,NA,NA,NA,"1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,"3030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","42",NA,NA,"missed","84","9","56","0","0",NA,NA,"504",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"mpd21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","19.6.","B2_19.6.","5","33","11","yp",NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,"3031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","35",NA,NA,"missed","175",NA,NA,NA,NA,"dead20","PresAlive20","0",NA,NA,NA,NA,"dead20","PresAlive21","0",NA,NA,NA,NA,NA,"PresAlive22",NA,NA,"5","106",NA,NA,NA,"oldx,y=30,9","aml","530","3","70",NA,NA,NA,"tp was yh","210","1","46","","","","","46"
"B2","19.7.","B2_19.7.","5","34","10","gd",NA,NA,NA,NA,"1","1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"1","1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,"3032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","57",NA,NA,"missed","684","7","63","0","0",NA,NA,"441","4","115",NA,NA,NA,NA,"460","4","72",NA,"7",NA,NA,"as","288",NA,NA,NA,NA,"mpd23",NA,"aml","0",NA,NA,NA,NA,"mpd23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","19.8.","B2_19.8.","5","36","14","rp",NA,NA,NA,NA,"1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,"3033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","44",NA,NA,"missed","264","7","52","0","0",NA,NA,"364",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"mpd21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","19.9.","B2_19.9.","6","44","32","rp",NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,1,1,1,1,1,1,"3034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","25",NA,NA,"missed","100","7","80","0","0",NA,NA,"560","4","106","3","8",NA,NA,"424","8","7.8",NA,NA,NA,"plot not burned","as","62.4","2","120","0","25",NA,"inf imm","aml","240","4","31",NA,NA,NA,NA,"124","2","55","","","","","110"
"B2","19.10.","B2_19.10.","6","45","31","bp",NA,NA,NA,NA,"1","1","1","1","1","0","",NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,"1","1","1","1","1","0","",NA,NA,NA,NA,1,1,1,1,0,NA,"3035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","28",NA,NA,"missed","140","7","94","0","0",NA,"qns25-50","658","5","116","7","8",NA,"qns25-50","580","5","44","10","10",NA,"inf imm","as","220","3","74","0","7",NA,"inf imm, qns25-50","aml","222",NA,NA,NA,NA,"dead24","qns25-50",NA,"0","","","","dead24","m25, qns25-50","0"
