x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
40,5,wd,ME_384,ME,384,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,6,3,18,2,0,1,NA,new17,1,1,6,6,36,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,6,ys,ME_385,ME,385,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,6,2,12,2,0,0,NA,new17,1,1,5,6,30,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,11,wd,ME_180,ME,180,7,28-May,9,13,117,1,0,0,NA,NA,1,1,NA,NA,28-May,7,23,161,0,0,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,12,wh,ME_192,ME,192,7,28-May,2,3,6,0,0,0,NA,NA,1,1,NA,NA,28-May,7,21,147,3,0,2,NA,NA,1,1,28-May,6,31,186,3,0,1,NA,NA,1,1,6,45,270,0,NA,NA,Y,2,65,NA,NA,NA,1,130,5,41,NA,NA,NA,NA,1,205,NA,NA,NA,NA,dead21,NA,0,0,NA,NA,NA,NA,dead21,qns25-50,hlc,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,10,bh,ME_386,ME,386,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,5,25,2,0,0,NA,new17,1,1,6,7,42,0,NA,NA,Y,0,NA,NA,NA,new lvs,1,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,12,rh,ME_179,ME,179,7,28-May,10,23,230,3,0,0,NA,NA,1,1,NA,NA,28-May,9,27,243,3,0,5,NA,NA,1,1,28-May,5,35,175,2,6,1,NA,NA,1,1,4,35,140,0,NA,NA,Y,1,16,NA,NA,NA,1,16,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,20,yh,ME_387,ME,387,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,6,4,24,2,0,0,NA,new17,1,1,7,4,28,0,NA,qs25-50,Y,2,25,NA,NA,NA,1,50,NA,NA,NA,NA,dead20,NA,0,0,NA,NA,NA,NA,dead20,qns25-50?,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,rc,ME_404,ME,404,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,8,2,0,1,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,27,wd,ME_209,ME,209,8,28-May,8,60,480,2,0,1,NA,NA,1,1,NA,NA,28-May,4,40,160,2,12,2,NA,NA,1,1,28-May,5,44,220,1,10,1,NA,NA,1,1,4,85,340,10,NA,lower L quad no longer surveyed bc plants too dense,Y,1,38,NA,NA,NA,1,38,4,32,NA,NA,"many old nails in q below x0-25, y0-25",NA,1,128,0,NA,NA,NA,"many old nails in q below x0-25, y0-25",sen,1,0,NA,NA,NA,NA,"dead22; old nails in q D x0-25, y0-25",NA,wfm,0,0,NA,NA,NA,NA,dead22,NA,nzk,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4,8,wd,ME_224,ME,224,8,28-May,3,2,6,0,0,0,NA,NA,1,1,NA,NA,28-May,7,3,21,1,0,1,NA,NA,1,1,28-May,6,10,60,3,0,0,NA,NA,1,1,7,13,91,0,NA,NA,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,21,gh,ME_412,ME,412,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,12,1,0,0,NA,sdl; new16,1,1,28-May,6,12,72,3,0,0,NA,NA,1,1,7,8,56,0,NA,NA,Y,7,6,NA,NA,NA,1,42,4,15,NA,NA,NA,NA,1,60,2,4,NA,NA,NA,NA,1,8,0,NA,NA,NA,NA,sen,wfm,1,0,5,18,NA,NA,NA,NA,nzk,1,90,NA,NA,NA,NA,NA,NA,NA,NA
5,20,wc,ME_416,ME,416,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,45,4,0,0,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no TP no plant,NA,NA,NA,NA,NA,NA,mpd17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,gd,ME_223,ME,223,8,28-May,3,3,9,0,0,0,NA,NA,1,1,NA,NA,28-May,5,3,15,2,0,0,NA,NA,1,1,28-May,5,18,90,2,0,0,NA,NA,1,1,7,6,42,0,NA,qns,Y,6,6,NA,NA,NA,1,36,NA,NA,NA,NA,dead20?,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,gc,ME_226,ME,226,8,28-May,4,2,8,4,0,0,NA,NA,1,1,NA,NA,28-May,2,2,4,1,0,0,dead16?,Found seedling,1,1,28-May,3,8,24,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,dead16?,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,bd,ME_225,ME,225,8,28-May,6,5,30,4,0,0,NA,NA,1,1,NA,NA,28-May,6,8,48,4,0,1,NA,NA,1,1,28-May,4,19,76,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,18,gs,ME_417,ME,417,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,25,3,0,0,NA,sdl; new16,1,1,28-May,5,11,55,0,0,1,NA,I burnt trap,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,27,rh,ME_208,ME,208,8,28-May,6,93,558,1,6,2,NA,NA,1,1,NA,NA,28-May,5,70,350,0,7,4,NA,NA,1,1,28-May,4,41,164,3,0,0,NA,NA,1,1,4,92,368,8,NA,NA,Y,3,112,NA,NA,NA,1,336,7,91,NA,NA,NA,NA,1,637,0,NA,NA,NA,NA,sen,1,0,0,NA,NA,NA,NA,sen,wfm,1,0,5,77,NA,NA,NA,NA,nzk,1,385,NA,NA,NA,NA,NA,NA,NA,NA
10,11,rh,ME_195,ME,195,8,28-May,10,102,1020,3,13,0,NA,NA,1,1,NA,NA,28-May,8,77,616,2,13,1,NA,NA,1,1,28-May,10,73,730,4,0,0,NA,broken fruit stalk,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6,NA,sen,wfm,1,0,8,45,NA,NA,NA,NA,nzk,1,360,NA,NA,NA,NA,NA,NA,NA,NA
10,14,bd,ME_219,ME,219,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,4,11,44,1,0,3,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,oc,ME_390,ME,390,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,1,0,0,NA,sdl; new16,1,1,28-May,6,9,54,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,yd,ME_389,ME,389,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,100,0,0,2,NA,sdl; new16,1,1,28-May,5,14,70,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,12,ws,ME_198,ME,198,8,28-May,7,36,252,1,0,1,NA,NA,1,1,NA,NA,28-May,5,49,245,1,0,0,NA,NA,1,1,28-May,8,85,680,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,16,yd,ME_199,ME,199,8,28-May,8,17,136,2,0,1,NA,NA,1,1,NA,NA,28-May,9,32,288,4,13,1,NA,NA,1,1,28-May,10,57,570,2,1,0,NA,part of fruit stalk burnt,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,ws,ME_393,ME,393,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May,5,10,50,1,0,1,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,yh,ME_394,ME,394,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,30,4,0,2,NA,sdl; new16,1,1,28-May,9,12,108,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,sen,wfm,1,0,3,26,NA,NA,bew unm pl below,NA,nzk,1,78,NA,NA,NA,NA,NA,NA,NA,NA
12,9,wc,ME_234,ME,234,8,28-May,4,4,16,4,0,0,NA,NA,1,1,NA,NA,28-May,8,9,72,3,0,0,NA,NA,1,1,28-May,8,19,152,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,10,gd,ME_391,ME,391,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,15,3,0,1,NA,sdl; new16,1,1,28-May,8,13,104,1,0,1,NA,1 herb trap,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,18,os,ME_392,ME,392,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,20,0,0,0,NA,sdl; new16,1,1,28-May,8,22,176,4,0,0,NA,2 burnt,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,yp,ME_217,ME,217,8,28-May,5,6,30,0,0,1,NA,NA,1,1,NA,NA,28-May,5,7,35,2,0,0,NA,NA,1,1,28-May,5,15,75,1,0,2,NA,1 burnt,1,1,7,25,175,0,NA,NA,Y,3,52,2,NA,NA,1,156,5,42,7,7,NA,NA,1,210,3,46,NA,NA,NA,NA,1,138,0,NA,NA,NA,NA,sen,wfm,1,0,1,30,NA,NA,NA,NA,nzk,1,30,NA,NA,NA,NA,NA,NA,NA,NA
13,8,rh,ME_396,ME,396,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,21,4,0,0,NA,sdl; new16,1,1,28-May,7,18,126,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,os,ME_395,ME,395,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,27,2,0,0,NA,sdl; new16,1,1,28-May,11,19,209,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4,od,ME_397,ME,397,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,42,2,0,0,NA,sdl; new16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,forgot to look for,1,1,7,13,91,0,NA,NA,Y,NA,NA,NA,"discontinue below x0-25, y0-25",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,NA,NA,tp wd??,NA,nzk,1,52,NA,NA,NA,NA,NA,NA,NA,NA
14,4,rp,ME_235,ME,235,8,28-May,4,3,12,0,0,0,NA,NA,1,1,NA,NA,28-May,7,7,49,1,0,1,NA,NA,1,1,28-May,4,7,28,2,0,1,NA,NA,1,1,7,26,182,0,NA,NA,Y,NA,NA,NA,"discontinue below x0-25, y0-26",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead22,NA,wfm,0,0,2,22,NA,NA,NA,NA,nzk,1,44,NA,NA,NA,NA,NA,NA,NA,NA
14,9,bd,ME_399,ME,399,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,78,1,0,2,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,no plant,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,18,wp,ME_204,ME,204,8,28-May,9,85,765,1,0,0,NA,trap herb,1,1,NA,NA,28-May,5,65,325,2,0,1,NA,NA,1,1,28-May,4,68,272,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,tp was yp; sen,wfm,1,0,4,85,NA,NA,bew unm pl adj,NA,nzk,1,340,NA,NA,NA,NA,NA,NA,NA,NA
14,20,os,ME_220,ME,220,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,60,3,0,0,NA,new16,1,1,28-May,7,21,147,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,21,gd,ME_205,ME,205,8,28-May,12,61,732,1,0,0,NA,NA,1,1,NA,NA,28-May,8,49,392,2,0,3,NA,NA,1,1,28-May,6,54,324,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,23,gc,ME_398,ME,398,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,60,2,0,0,NA,sdl; new16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,no TP no plant,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,19,oc,ME_201,ME,201,8,28-May,7,81,567,1,0,0,NA,NA,1,1,NA,NA,28-May,5,37,185,2,0,3,NA,NA,1,1,28-May,3,34,102,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,19,oh,ME_203,ME,203,8,28-May,9,62,558,3,0,0,NA,NA,1,1,NA,NA,28-May,2,33,66,1,0,0,NA,NA,1,1,28-May,12,81,972,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,23,rh,ME_400,ME,400,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,234,4,0,5,NA,sdl; new16,1,1,28-May,8,40,320,1,0,0,NA,1 leaf herb,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,28,rh,ME_215,ME,215,8,28-May,8,28,224,1,0,0,NA,NA,1,1,NA,NA,28-May,3,25,75,0,0,2,NA,NA,1,1,28-May,6,45,270,2,0,2,NA,NA,1,1,4,86,344,6,NA,NA,Y,3,89,2,NA,NA,1,267,6,75,NA,NA,NA,NA,1,450,0,NA,NA,NA,NA,new lvs,1,0,0,NA,NA,NA,NA,sen,wfm,1,0,4,58,NA,NA,NA,NA,nzk,1,232,NA,NA,NA,NA,NA,NA,NA,NA
16,5,gh,ME_401,ME,401,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,80,2,0,2,NA,sdl; new16,1,1,28-May,7,18,126,2,0,3,NA,3 burnt leaves,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48,NA,NA,NA,NA,wfm,1,96,3,35,NA,NA,NA,NA,nzk,1,105,NA,NA,NA,NA,NA,NA,NA,NA
16,12,rh,ME_200,ME,200,8,28-May,7,16,112,2,0,1,NA,NA,1,1,NA,NA,28-May,5,16,80,1,0,3,NA,NA,1,1,28-May,7,29,203,3,0,2,NA,broken fruit stalk,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,14,gp,ME_196,ME,196,8,28-May,10,91,910,2,0,1,NA,stalk missing,1,1,NA,NA,28-May,7,62,434,1,0,3,NA,NA,1,1,28-May,6,50,300,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,sen,wfm,1,0,3,54,NA,NA,NA,NA,nzk,1,162,NA,NA,NA,NA,NA,NA,NA,NA
16,21,bd,ME_202,ME,202,8,28-May,10,73,730,3,0,0,NA,NA,1,1,NA,NA,28-May,5,55,275,1,0,1,NA,NA,1,1,28-May,9,65,585,3,0,3,NA,2 burnt,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5,ys,ME_403,ME,403,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,40,200,3,0,1,NA,sdl; new16,1,1,28-May,5,56,280,4,0,0,NA,1 burnt trap,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,13,yh,ME_194,ME,194,8,NA,5,57,285,3,0,0,NA,stalk missing,1,1,NA,NA,28-May,2,32,64,1,11,0,NA,NA,1,1,28-May,10,38,380,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,other lvs sen,wfm,1,30,3,23,NA,NA,NA,NA,nzk,1,69,NA,NA,NA,NA,NA,NA,NA,NA
